41,technician,single,secondary,no,879,no,yes,cellular,7,jul,4,-1,0,unknown,no
35,blue-collar,single,primary,no,293,yes,no,unknown,30,may,2,-1,0,unknown,no
38,admin.,married,secondary,no,424,yes,no,cellular,17,apr,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,1831,yes,no,unknown,20,may,2,-1,0,unknown,no
39,blue-collar,married,primary,no,111,no,no,cellular,18,nov,2,-1,0,unknown,no
34,blue-collar,married,primary,no,455,yes,no,unknown,20,jun,3,-1,0,unknown,no
27,services,single,secondary,no,-195,yes,no,cellular,18,may,1,-1,0,unknown,yes
32,management,single,tertiary,no,3616,no,no,cellular,14,aug,2,-1,0,unknown,no
57,blue-collar,married,secondary,no,14093,no,no,cellular,11,aug,5,-1,0,unknown,no
41,unknown,single,tertiary,no,1567,no,no,cellular,1,jul,2,-1,0,unknown,no
41,admin.,married,tertiary,no,5426,yes,no,unknown,14,may,2,-1,0,unknown,no
30,admin.,single,tertiary,no,261,no,no,cellular,19,oct,1,137,20,failure,no
36,blue-collar,divorced,secondary,no,2843,no,no,cellular,12,feb,1,182,1,success,no
31,unemployed,single,primary,no,406,no,no,cellular,4,feb,1,-1,0,unknown,yes
36,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,1,-1,0,unknown,no
38,management,single,tertiary,no,493,yes,no,cellular,11,may,1,367,7,failure,no
49,technician,married,secondary,no,5996,no,no,telephone,21,nov,2,-1,0,unknown,no
57,services,single,primary,no,3777,yes,no,telephone,13,may,2,-1,0,unknown,no
34,management,single,secondary,no,524,no,no,unknown,13,aug,1,-1,0,unknown,no
32,management,single,tertiary,no,574,yes,no,cellular,14,apr,2,145,3,failure,no
37,blue-collar,married,secondary,no,427,yes,yes,unknown,9,jun,3,-1,0,unknown,no
33,self-employed,married,tertiary,no,483,yes,no,cellular,3,feb,2,-1,0,unknown,no
56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,1,-1,0,unknown,yes
27,housemaid,married,primary,no,0,yes,no,cellular,23,jul,3,-1,0,unknown,no
21,student,single,secondary,no,2488,no,no,cellular,30,jun,6,169,3,success,yes
58,management,married,tertiary,no,1517,yes,no,telephone,29,jul,5,-1,0,unknown,no
32,self-employed,married,secondary,no,217,yes,yes,cellular,15,jul,5,-1,0,unknown,no
33,blue-collar,single,secondary,no,22,no,no,cellular,30,jan,2,207,1,failure,no
25,student,single,secondary,no,331,no,no,telephone,26,aug,4,-1,0,unknown,yes
25,technician,single,secondary,no,505,no,yes,cellular,17,nov,2,-1,0,unknown,yes
30,services,married,secondary,no,1808,yes,no,cellular,18,may,2,-1,0,unknown,no
22,admin.,single,secondary,no,4111,no,yes,cellular,19,aug,1,-1,0,unknown,no
39,blue-collar,married,primary,no,52,no,no,cellular,13,aug,1,-1,0,unknown,no
46,management,divorced,tertiary,no,25,no,no,unknown,17,jun,2,-1,0,unknown,no
31,admin.,divorced,secondary,no,1890,yes,no,cellular,21,jul,1,-1,0,unknown,no
45,blue-collar,married,primary,no,419,no,no,cellular,18,aug,4,-1,0,unknown,no
32,technician,married,secondary,no,2693,yes,no,unknown,21,may,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,-231,no,yes,cellular,15,jul,2,-1,0,unknown,no
51,management,single,tertiary,yes,-55,yes,no,cellular,11,may,2,266,6,failure,no
34,self-employed,single,tertiary,no,462,no,no,cellular,21,aug,3,-1,0,unknown,yes
24,unemployed,single,secondary,no,119,no,no,unknown,15,sep,1,-1,0,unknown,no
45,technician,single,secondary,no,586,no,yes,cellular,28,jul,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,228,no,no,telephone,5,feb,1,288,3,failure,no
77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,1,-1,0,unknown,yes
41,blue-collar,married,primary,no,168,yes,no,cellular,18,nov,3,-1,0,unknown,no
37,blue-collar,married,primary,no,0,yes,no,unknown,26,may,1,-1,0,unknown,no
43,blue-collar,married,unknown,yes,-715,yes,no,unknown,30,may,3,-1,0,unknown,no
48,admin.,married,unknown,no,0,yes,no,cellular,8,may,1,168,2,failure,no
27,technician,single,secondary,no,769,yes,no,unknown,9,may,2,-1,0,unknown,no
33,management,single,tertiary,no,0,no,no,cellular,28,aug,10,-1,0,unknown,no
29,admin.,single,secondary,no,428,yes,yes,cellular,7,may,1,345,2,failure,no
34,management,single,tertiary,no,0,no,no,cellular,5,feb,1,-1,0,unknown,no
52,management,married,tertiary,no,-970,yes,no,cellular,4,feb,1,-1,0,unknown,yes
60,management,married,unknown,no,6313,no,no,unknown,19,jun,2,-1,0,unknown,no
32,management,divorced,tertiary,no,948,no,no,cellular,12,aug,2,-1,0,unknown,no
32,management,single,tertiary,no,0,yes,no,cellular,22,jul,2,-1,0,unknown,no
56,services,divorced,unknown,no,1877,yes,no,unknown,30,may,1,-1,0,unknown,no
31,management,single,tertiary,no,874,yes,no,cellular,18,nov,2,-1,0,unknown,no
42,admin.,married,secondary,no,323,yes,yes,unknown,8,may,2,-1,0,unknown,no
35,management,married,tertiary,no,106,no,yes,cellular,11,aug,2,-1,0,unknown,no
56,retired,married,primary,no,1906,no,yes,unknown,19,jun,9,-1,0,unknown,no
48,technician,married,secondary,no,1152,yes,no,cellular,21,jul,5,-1,0,unknown,no
46,admin.,married,secondary,no,179,yes,no,cellular,29,jan,4,436,1,other,no
37,technician,single,unknown,no,391,yes,no,unknown,8,may,3,-1,0,unknown,no
41,entrepreneur,married,unknown,no,89,yes,no,unknown,6,may,2,-1,0,unknown,no
36,management,single,tertiary,no,442,yes,yes,cellular,29,jul,3,-1,0,unknown,no
45,unemployed,divorced,primary,yes,-249,yes,yes,unknown,1,jul,1,-1,0,unknown,no
55,entrepreneur,married,secondary,no,8104,no,no,cellular,6,feb,2,-1,0,unknown,no
39,technician,married,secondary,no,501,no,no,unknown,26,may,1,-1,0,unknown,no
35,technician,divorced,secondary,no,308,no,no,cellular,22,aug,2,-1,0,unknown,no
55,admin.,married,secondary,no,602,no,no,cellular,1,jun,3,90,2,success,yes
55,technician,married,secondary,no,273,yes,no,cellular,29,jan,3,183,3,failure,no
27,self-employed,single,secondary,no,50,no,no,cellular,29,jan,1,-1,0,unknown,no
34,technician,married,secondary,no,1641,yes,no,cellular,17,apr,1,-1,0,unknown,no
34,blue-collar,married,tertiary,no,20,no,no,unknown,4,oct,1,-1,0,unknown,no
25,admin.,single,secondary,no,4590,yes,no,unknown,28,may,2,-1,0,unknown,no
41,admin.,single,secondary,no,-256,no,yes,unknown,9,may,3,-1,0,unknown,no
43,services,married,secondary,no,978,yes,yes,unknown,26,may,2,-1,0,unknown,no
28,management,single,tertiary,no,80,no,no,cellular,20,oct,2,146,2,failure,yes
31,admin.,single,secondary,no,2104,yes,no,unknown,3,jun,1,-1,0,unknown,no
78,housemaid,married,secondary,no,499,no,no,telephone,16,mar,4,-1,0,unknown,no
45,blue-collar,divorced,secondary,no,1269,yes,no,cellular,29,jan,2,-1,0,unknown,no
48,technician,married,tertiary,no,310,no,no,unknown,6,may,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,1143,yes,yes,cellular,10,jul,1,-1,0,unknown,no
42,technician,married,secondary,no,2980,no,no,unknown,20,jun,3,-1,0,unknown,no
37,management,single,tertiary,no,37,no,no,cellular,28,jan,2,-1,0,unknown,no
40,admin.,single,secondary,no,462,yes,yes,cellular,6,apr,1,335,4,other,no
32,admin.,married,secondary,no,1031,yes,no,cellular,17,jul,1,-1,0,unknown,no
42,management,married,tertiary,no,9009,no,no,cellular,20,nov,2,-1,0,unknown,no
43,admin.,married,secondary,no,-465,yes,yes,cellular,23,jul,1,-1,0,unknown,no
44,admin.,married,secondary,no,5181,yes,yes,cellular,31,jul,7,-1,0,unknown,no
37,admin.,married,secondary,no,176,yes,no,cellular,5,may,2,347,1,failure,no
37,unknown,married,unknown,no,1699,no,no,unknown,9,jun,1,-1,0,unknown,no
37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,2,119,1,failure,no
28,technician,single,tertiary,no,172,yes,yes,cellular,2,feb,2,-1,0,unknown,no
32,services,single,secondary,no,0,no,yes,cellular,11,jul,2,-1,0,unknown,no
34,admin.,single,secondary,no,6979,yes,no,cellular,15,may,5,-1,0,unknown,no
40,admin.,divorced,secondary,no,6,no,no,unknown,11,jun,1,-1,0,unknown,no
34,services,married,secondary,no,-62,yes,no,unknown,16,jun,3,-1,0,unknown,no
34,self-employed,married,tertiary,no,1972,yes,no,cellular,23,jul,2,-1,0,unknown,no
34,admin.,married,tertiary,no,899,yes,no,telephone,19,nov,3,7,4,success,no
37,services,single,secondary,no,21,yes,no,cellular,2,feb,1,271,2,other,no
36,technician,married,secondary,no,23,yes,no,cellular,8,may,2,347,1,failure,no
56,retired,married,secondary,no,-1206,yes,no,cellular,15,jun,2,-1,0,unknown,yes
49,blue-collar,married,primary,no,0,yes,yes,telephone,23,jul,6,-1,0,unknown,no
33,self-employed,married,secondary,no,215,yes,no,cellular,29,jul,12,-1,0,unknown,no
30,management,single,tertiary,no,1372,no,no,cellular,20,nov,2,-1,0,unknown,no
36,services,married,secondary,no,1981,no,no,unknown,17,jun,2,-1,0,unknown,no
23,student,single,secondary,no,9216,no,no,cellular,5,jun,2,-1,0,unknown,no
57,retired,divorced,secondary,no,39,yes,no,cellular,30,jul,3,-1,0,unknown,no
27,blue-collar,single,secondary,no,5563,yes,no,unknown,30,may,2,-1,0,unknown,no
38,services,married,secondary,no,1,no,yes,cellular,21,nov,2,-1,0,unknown,no
42,technician,married,tertiary,no,782,no,no,cellular,3,apr,1,-1,0,unknown,no
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,1,181,2,success,yes
34,technician,single,tertiary,no,992,yes,no,cellular,4,may,1,88,2,success,no
48,technician,married,secondary,no,1526,no,no,cellular,6,aug,2,-1,0,unknown,no
35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,2,141,3,failure,yes
39,management,divorced,tertiary,no,1315,yes,no,cellular,19,nov,4,126,1,failure,no
29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,1,-1,0,unknown,yes
45,technician,single,tertiary,no,0,yes,no,cellular,18,nov,2,-1,0,unknown,no
42,technician,married,secondary,no,2030,yes,yes,cellular,9,jul,1,-1,0,unknown,no
29,technician,married,secondary,no,1599,yes,no,cellular,8,jul,1,61,1,failure,no
38,services,single,secondary,no,-196,yes,no,cellular,2,feb,1,271,1,failure,no
56,retired,married,secondary,no,1333,no,no,cellular,28,aug,14,-1,0,unknown,no
36,technician,single,secondary,no,9149,yes,no,cellular,13,aug,3,-1,0,unknown,no
25,blue-collar,single,secondary,no,-350,yes,no,unknown,23,jun,3,-1,0,unknown,no
38,technician,married,tertiary,no,432,yes,no,cellular,15,may,2,373,1,other,no
57,self-employed,married,secondary,no,11494,no,no,cellular,19,nov,1,-1,0,unknown,no
31,management,married,tertiary,yes,-253,no,no,cellular,12,aug,4,-1,0,unknown,no
42,management,married,tertiary,no,372,yes,no,cellular,3,aug,2,-1,0,unknown,yes
45,technician,married,secondary,no,1410,no,no,cellular,11,aug,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,975,yes,no,cellular,13,may,2,351,2,failure,no
49,blue-collar,married,primary,no,305,yes,yes,telephone,10,jul,10,-1,0,unknown,no
49,services,married,secondary,no,400,no,no,cellular,21,aug,3,-1,0,unknown,no
53,retired,married,tertiary,no,-22,yes,no,cellular,31,jul,3,-1,0,unknown,no
37,technician,married,secondary,no,4030,yes,no,unknown,26,may,5,-1,0,unknown,no
49,blue-collar,married,primary,no,365,no,no,unknown,26,may,2,-1,0,unknown,no
41,self-employed,married,primary,no,204,no,no,cellular,13,aug,7,-1,0,unknown,no
54,management,married,primary,no,1691,yes,no,cellular,20,nov,1,-1,0,unknown,no
32,services,single,secondary,no,406,yes,no,unknown,6,may,1,-1,0,unknown,no
33,technician,married,secondary,no,-204,no,no,cellular,15,may,3,-1,0,unknown,no
33,technician,married,secondary,no,359,yes,no,cellular,20,apr,1,242,1,other,no
36,blue-collar,married,primary,no,123,yes,no,cellular,18,may,1,-1,0,unknown,no
35,technician,married,tertiary,no,0,yes,yes,cellular,23,sep,1,62,6,other,no
52,unknown,married,secondary,no,142,no,no,cellular,25,aug,6,-1,0,unknown,no
40,entrepreneur,married,tertiary,no,3571,no,no,unknown,9,jun,3,-1,0,unknown,no
44,technician,single,secondary,no,33,yes,no,cellular,13,may,3,351,10,failure,no
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,jul,2,91,5,success,no
30,student,single,secondary,no,3096,no,no,cellular,26,jan,1,-1,0,unknown,no
48,technician,divorced,secondary,yes,20,no,no,cellular,27,aug,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,3576,yes,no,cellular,2,apr,1,308,2,other,no
57,technician,married,unknown,no,206,yes,no,unknown,5,may,3,-1,0,unknown,no
57,housemaid,married,primary,no,7082,no,no,unknown,6,jun,3,-1,0,unknown,no
51,unemployed,married,tertiary,no,1634,yes,no,cellular,22,jul,4,-1,0,unknown,no
34,admin.,single,secondary,no,1,yes,no,cellular,22,jul,7,-1,0,unknown,no
50,self-employed,married,tertiary,no,4012,no,no,cellular,19,nov,3,-1,0,unknown,no
44,management,married,tertiary,no,3762,no,no,cellular,28,aug,12,-1,0,unknown,no
27,admin.,married,secondary,no,-247,yes,yes,unknown,4,jun,2,-1,0,unknown,no
50,blue-collar,married,secondary,no,606,yes,no,unknown,14,may,2,-1,0,unknown,no
36,management,married,tertiary,no,0,yes,no,cellular,28,jan,1,250,1,other,no
42,management,married,secondary,no,-189,yes,no,unknown,12,may,2,-1,0,unknown,no
32,unemployed,single,secondary,no,0,no,no,cellular,27,may,2,-1,0,unknown,no
42,management,married,tertiary,no,484,yes,no,cellular,11,jul,2,-1,0,unknown,no
43,technician,married,secondary,no,0,no,yes,cellular,8,may,2,172,5,failure,no
31,management,married,tertiary,no,395,yes,no,cellular,9,feb,3,-1,0,unknown,no
32,management,married,tertiary,no,2349,no,no,cellular,14,aug,5,-1,0,unknown,no
55,blue-collar,divorced,primary,no,410,no,yes,cellular,11,jul,2,-1,0,unknown,no
58,retired,married,primary,no,3401,yes,no,cellular,3,feb,3,265,2,failure,no
46,blue-collar,married,primary,no,222,no,no,cellular,8,aug,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,989,yes,yes,unknown,23,may,4,-1,0,unknown,no
34,management,married,tertiary,no,415,no,yes,cellular,23,jul,2,-1,0,unknown,no
28,unemployed,single,secondary,no,16,no,no,cellular,12,aug,4,-1,0,unknown,no
42,technician,divorced,tertiary,no,7190,yes,no,cellular,29,jul,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,3,-1,0,unknown,yes
54,housemaid,married,secondary,no,209,yes,yes,cellular,25,jul,1,-1,0,unknown,no
32,technician,single,secondary,no,0,no,no,cellular,26,aug,2,-1,0,unknown,no
39,technician,single,tertiary,no,5803,no,no,cellular,2,feb,3,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,624,no,yes,cellular,21,jul,4,-1,0,unknown,no
58,technician,married,tertiary,no,883,no,no,cellular,18,aug,1,78,2,failure,no
40,self-employed,married,secondary,no,1516,yes,yes,unknown,23,may,1,-1,0,unknown,no
29,student,single,secondary,no,872,yes,no,unknown,7,may,1,-1,0,unknown,no
33,technician,married,tertiary,no,-988,yes,yes,cellular,15,jul,3,-1,0,unknown,no
38,admin.,single,secondary,no,902,yes,no,telephone,31,jul,13,-1,0,unknown,no
56,services,divorced,secondary,no,1007,no,no,cellular,29,jul,6,-1,0,unknown,no
40,services,married,secondary,no,0,yes,no,cellular,2,jun,1,28,3,failure,no
24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,1,-1,0,unknown,yes
46,management,married,secondary,no,12186,no,no,unknown,20,jun,3,-1,0,unknown,no
35,self-employed,married,secondary,no,524,yes,no,cellular,21,nov,4,-1,0,unknown,no
35,blue-collar,single,tertiary,no,0,yes,no,cellular,21,jul,4,-1,0,unknown,no
34,technician,married,secondary,no,4,yes,no,unknown,15,may,1,-1,0,unknown,no
35,housemaid,married,tertiary,no,11219,no,no,cellular,12,aug,2,79,1,failure,no
38,technician,single,tertiary,no,0,no,no,cellular,28,aug,2,-1,0,unknown,no
50,blue-collar,married,primary,no,5776,no,no,cellular,18,nov,3,-1,0,unknown,no
51,blue-collar,divorced,primary,no,37,yes,no,cellular,13,may,1,-1,0,unknown,no
59,self-employed,married,tertiary,no,593,no,no,unknown,13,may,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,1148,yes,no,cellular,20,apr,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,3561,yes,no,unknown,2,jun,1,-1,0,unknown,no
42,admin.,divorced,secondary,no,63,no,no,unknown,16,may,6,-1,0,unknown,no
40,student,married,secondary,no,260,no,no,unknown,20,jun,6,-1,0,unknown,no
28,technician,single,tertiary,no,2269,yes,no,unknown,9,may,1,-1,0,unknown,no
47,admin.,married,secondary,no,1060,yes,no,unknown,6,jun,3,-1,0,unknown,no
27,self-employed,married,secondary,no,-220,yes,no,unknown,26,may,2,-1,0,unknown,no
41,management,married,tertiary,no,49,yes,no,cellular,17,jul,5,-1,0,unknown,no
34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,3,1,6,success,yes
50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,2,-1,0,unknown,yes
47,blue-collar,married,secondary,no,480,yes,no,unknown,28,may,2,-1,0,unknown,no
53,services,married,secondary,no,4994,no,no,cellular,18,aug,6,-1,0,unknown,no
53,technician,divorced,secondary,no,0,yes,yes,cellular,15,jul,5,-1,0,unknown,no
47,management,married,tertiary,no,3681,no,no,cellular,14,aug,2,-1,0,unknown,no
49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,2,-1,0,unknown,yes
29,management,married,tertiary,no,451,no,no,cellular,28,jan,1,-1,0,unknown,no
45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,may,1,-1,0,unknown,yes
38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,24,-1,0,unknown,yes
32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,5,-1,0,unknown,yes
70,retired,divorced,primary,no,4531,no,no,cellular,18,may,1,-1,0,unknown,no
65,retired,divorced,primary,no,1840,no,no,cellular,1,jun,2,188,5,failure,no
56,blue-collar,married,secondary,no,345,yes,no,telephone,22,jul,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,1287,yes,no,cellular,14,jul,2,-1,0,unknown,no
56,management,married,unknown,no,353,no,yes,cellular,25,jul,2,-1,0,unknown,no
56,technician,married,secondary,no,205,no,yes,cellular,23,jul,2,-1,0,unknown,no
49,entrepreneur,married,secondary,no,687,yes,no,cellular,17,apr,1,-1,0,unknown,yes
38,unemployed,married,primary,no,1147,yes,yes,unknown,8,may,5,-1,0,unknown,no
35,management,married,tertiary,no,4286,yes,no,unknown,9,may,1,-1,0,unknown,no
38,admin.,married,tertiary,no,605,no,no,cellular,18,nov,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,8545,yes,yes,cellular,6,may,7,167,1,failure,no
55,management,married,unknown,no,559,no,no,cellular,28,jan,2,-1,0,unknown,no
43,blue-collar,single,primary,no,2,yes,no,cellular,30,jul,3,-1,0,unknown,no
43,management,married,tertiary,no,2,no,yes,cellular,20,aug,2,-1,0,unknown,no
25,admin.,single,tertiary,no,760,yes,no,cellular,27,may,3,89,2,failure,yes
30,blue-collar,married,primary,no,1317,yes,no,unknown,21,may,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,182,no,no,cellular,4,feb,1,-1,0,unknown,no
50,admin.,married,primary,no,276,no,yes,unknown,17,jun,6,-1,0,unknown,no
35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,4,164,2,failure,yes
26,unemployed,single,secondary,no,1064,no,no,unknown,31,may,1,-1,0,unknown,no
45,admin.,married,unknown,no,1783,no,no,unknown,20,jun,11,-1,0,unknown,no
37,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,1,-1,0,unknown,no
60,self-employed,single,tertiary,no,179,no,yes,cellular,29,jul,4,-1,0,unknown,no
38,management,married,tertiary,no,1199,no,no,cellular,4,aug,1,1,1,success,yes
47,blue-collar,married,primary,no,214,yes,yes,unknown,9,jun,1,-1,0,unknown,no
33,technician,married,secondary,no,6699,no,no,cellular,9,nov,1,462,1,failure,no
51,unemployed,married,secondary,no,1760,no,yes,cellular,19,nov,1,-1,0,unknown,no
